epoch	loss	pa	iou	precision
1	0.7066761205168302	0.9589549609055829	0.45747166408645673	0.699234990351798
2	0.4995889235806414	0.9709125700074128	0.5132898414837371	0.6197525402565762
3	0.45759922339395487	0.9721318348039357	0.5272705019066584	0.6279858453056189
4	0.4312943223967542	0.9668437192291114	0.5368375511750375	0.7764188307198392
5	0.4132062719069916	0.9731434483477673	0.5675455497657952	0.7120841304466138
6	0.40049367926105445	0.967937569223417	0.5357110216491712	0.7474107815396217
7	0.3884908400268575	0.9727375816571611	0.5445787440579429	0.6586162976528154
8	0.382634206936242	0.9749218880771527	0.5584049670444436	0.6406792157609577
9	0.3731768083393701	0.974636692158734	0.5942308663307533	0.7504172315381832
10	0.3656370090659732	0.9723161332066511	0.589939635661201	0.8046504146263149
11	0.35925963626301005	0.9754901172759054	0.6041655736127215	0.7557955861569152
12	0.3554128624450982	0.9757983224919833	0.6006442192247227	0.7353997908560694
13	0.34794071996365167	0.9759703392951808	0.602336192646001	0.7353451595328196
14	0.3428886921585755	0.9756764326631887	0.6080687884475441	0.7624139566654301
15	0.33862109672142554	0.9763854043220034	0.6116152440639409	0.7513068457030233
16	0.3334363068771056	0.9752202632640452	0.6148620379246315	0.7992428252128226
17	0.3280572276522567	0.9752035827700046	0.6132904334997354	0.7944945379951658
18	0.3238400176518479	0.9769458719298265	0.6186381670223504	0.7555598846223556
19	0.3211292400158447	0.9751878775212497	0.6111383079840833	0.7878235672459692
20	0.3167766443507574	0.9761604416738978	0.6195757623897091	0.7844136674840522
21	0.3124059476835825	0.9770289268897366	0.6243810215045197	0.7714435580306118
22	0.30823387631576116	0.977139021950061	0.6244254093961507	0.7678915304672541
23	0.30412723313881446	0.9770038887335815	0.6233937429882218	0.769041922839621
24	0.2996363151315959	0.9760561046770535	0.6252287056812778	0.8070270691009953
25	0.295647966067209	0.9770431534386591	0.6280222421631417	0.783052698228421
26	0.2929583508561204	0.9778199497657486	0.631454818560378	0.7677764304574681
27	0.29032193322125543	0.9778922224074484	0.6302325554299613	0.7612686659886476
28	0.2857351376330061	0.9769360585241403	0.6292717870165556	0.7909278290633234
29	0.2825014463903051	0.977321603382789	0.633557361598555	0.792160152427789
30	0.27790958124833137	0.9771575516104871	0.6327273487693477	0.795044385631188
31	0.27442650391662404	0.9768676773644404	0.6322240930985681	0.8033923908706133
32	0.2716009122433193	0.9777822635014983	0.6363864551434986	0.7855998516893913
33	0.2695489159168983	0.9772870700422177	0.6352894018806629	0.7993134013338711
34	0.2652499497702597	0.9769909311117634	0.635166564994605	0.8093059757279876
35	0.26216568375042215	0.9773359336306827	0.6336801246938627	0.7920783493778994
36	0.25962660389870595	0.9784186260906536	0.6392835462578534	0.7727292812745654
37	0.25542893027787034	0.9776678914523119	0.6375814793778958	0.7937353928979696
38	0.25391459177852443	0.9766974851881772	0.6346700063542475	0.8178735138053081
39	0.2498312258905466	0.9762164628661552	0.6318004115908427	0.8245058779929341
40	0.24791449597165213	0.978759789372856	0.6353385573342736	0.7476440681649862
41	0.24531847096548856	0.9773684096153309	0.6366116196745709	0.8010125218479314
42	0.24312300885961705	0.9777581032244193	0.642305427071389	0.8069038127753846
43	0.24228883509143262	0.9779982985389458	0.6419073408144033	0.7968083888379954
44	0.2365076143047284	0.9770424710835973	0.6379792920614242	0.8173706049672187
45	0.23487700727754282	0.9778080441739505	0.6401101726385384	0.7974462926993728
46	0.23248258888785284	0.978308645811633	0.645004420007401	0.7962457309882955
47	0.22976236863807642	0.9769786408046984	0.6363187867827654	0.8137772520703488
48	0.2276094064467469	0.9779556711374613	0.6438765272266149	0.8052293211365599
49	0.22606931800696783	0.9772540747711188	0.6369460819056513	0.8062242477321964
50	0.22278258939945722	0.9781216710255487	0.645623935731771	0.8052859035784972
51	0.2217263326176484	0.9776227736923303	0.6420678448201059	0.8109744380902124
52	0.21783937963734856	0.9789006584881499	0.6475625557083939	0.7832299621590126
53	0.21558257329578828	0.9786739622465578	0.6502244253652258	0.8009486626928563
54	0.21390402977548267	0.9779610468604599	0.6396102800446186	0.7902321752873515
55	0.21349888521483928	0.9785205360566167	0.6470886410418822	0.7956870393470751
56	0.209986084326304	0.9783518700758979	0.6464867909841594	0.7998252341410395
57	0.20877804993242982	0.9780287781205012	0.6464509773877556	0.8116351956286753
58	0.20702952090690682	0.9782909869059262	0.6492051162015958	0.8116886434864917
59	0.2044218884386138	0.9785836554830266	0.6488738862121168	0.799582383835551
60	0.20318708394911356	0.9789998991951009	0.6498823081872491	0.7875220874231993
61	0.201323916924204	0.9788550855609287	0.6511534436302056	0.7973987301831712
62	0.19960106836683744	0.9786359735929414	0.6485089578750972	0.796352834610018
63	0.19909450124622158	0.9788652235206466	0.6481266727477644	0.7864876586705292
64	0.19581712214415795	0.9788533179288486	0.6445201404268673	0.7746123826851906
65	0.193949106243106	0.9785960447394915	0.6484945881926544	0.7977909050393573
66	0.1925772743287638	0.9789122379427259	0.649186168813921	0.7883947972236732
67	0.19124689227572345	0.9784076371660962	0.6500162385535904	0.8102092317308641
68	0.18976500122239554	0.9788542718010638	0.6517533907392764	0.799539187347232
69	0.18909567985404482	0.9792250470764832	0.65223360447305	0.7871840960925314
70	0.1862452454880933	0.9784348466678833	0.6506214594000562	0.8113447188358807
71	0.1852440076543126	0.9791814753019258	0.6523386569930394	0.7892005292777273
72	0.1839301095162648	0.9794665588138262	0.6521915656791232	0.7778887907447758
73	0.18271540768237135	0.979097404725375	0.652100149114267	0.7915547778730538
74	0.1841556225011895	0.9788322860359973	0.6510239244020909	0.7978035393324977
75	0.1793286071998532	0.9778125633909436	0.6452054218137563	0.8151712783942344
76	0.17805986690317027	0.978824823668053	0.6515896540827868	0.8000753291741134
77	0.1775506685629519	0.978884965113323	0.6539582279521643	0.806183658066386
