epoch	loss	pa	iou	precision
1	0.49281367327722797	0.9725418415374344	0.563725390069923	0.7168029269850925
2	0.37331280378700576	0.9760539990338233	0.6022516689414131	0.7325265127043175
3	0.34516290304045605	0.9767604597526657	0.6060300875131913	0.7222363927103583
4	0.32580758032949375	0.9769755045045186	0.608666283246741	0.7235071147303048
5	0.30792067466379486	0.9762961962926089	0.6208392199812863	0.7841415823838036
6	0.29235821321000377	0.9751613329594302	0.6099394269742764	0.7846999861550537
7	0.2806858118998417	0.9773915606085307	0.6307747871286069	0.7803227473363191
8	0.2668245083451016	0.9783640163126366	0.6316258029388901	0.7494937446735059
9	0.26313667578475125	0.9778381239999303	0.6154053501816518	0.7164489588710737
10	0.24823937604973606	0.9777060083443506	0.6335676653670329	0.7787673858868644
11	0.23916033677740833	0.9788793796175964	0.6420231661414831	0.7652849158646436
12	0.22828124102994768	0.9772133693627783	0.6302333264494332	0.7846471780082823
13	0.2281543544675094	0.9784961984622129	0.6418443083004687	0.7785630461862898
14	0.21367926257453076	0.9787571066567254	0.6396135259083077	0.7616992554930908
15	0.21229834857793642	0.9786443170063425	0.6431836783236654	0.7777221620103086
16	0.2046131643225345	0.9787111624713557	0.643050275356113	0.7748373210814168
17	0.19636643504049844	0.9786914335442025	0.6404757729733471	0.7669189777654193
18	0.194561436357539	0.9790146569044023	0.636074678464185	0.7410245781621425
19	0.18809590273291446	0.978556415900622	0.6429512500492622	0.7801329290764679
20	0.18328874448924554	0.9794751911594749	0.6337673862365071	0.7175839182144782
21	0.17770939038735387	0.979432923142211	0.6467899872783927	0.7608929476990961
22	0.17064187935766878	0.9791782281784182	0.6488597275138478	0.7773356166113191
23	0.16886620228308427	0.9792850349522844	0.6467577328761868	0.7662559812382986
24	0.16267470977163417	0.9794068820349382	0.6484713208901549	0.7674901757575711
25	0.15721947929524763	0.9779616112678371	0.6372501054126058	0.7821736233030485
26	0.16065292197580766	0.977639287951379	0.6295211362716171	0.7676322555806833
27	0.1434787188116182	0.9798104776389175	0.6506150134906101	0.7595678822258701
28	0.1395316107848727	0.9793370950021643	0.6432230021688975	0.7526218197345133
29	0.13527933586332988	0.9794910515608889	0.639070196685337	0.7336516844687322
30	0.13302325452548278	0.9794878479751172	0.6443238543877123	0.7507259081102102
31	0.1261852922145381	0.9795119892539115	0.6461210926025515	0.7557527575024472
32	0.11794669284810345	0.9796467021333402	0.6535418401478358	0.7756719680747085
33	0.11522134506727949	0.9798821241288147	0.6524166986666231	0.7629024240266769
34	0.11030860365681526	0.9795911638141545	0.6427448779223726	0.7418209704349384
35	0.10894124616711247	0.9788154828447009	0.6526175165220107	0.8040630159519466
36	0.10178088155082513	0.9796091195680611	0.651697234576945	0.7708069815696529
37	0.10019538528036637	0.9790041658932254	0.6282634891942522	0.7169030737491998
38	0.09947874108269587	0.9799009933835814	0.6464957596007919	0.7426195057397353
39	0.09219050353165613	0.9794922619099488	0.6497004480012007	0.7684436970558147
40	0.09832481319599284	0.9797494978943314	0.6519266788085114	0.7662747567574717
41	0.08445939274875715	0.979170392969135	0.6419811820323044	0.7546024770795131
42	0.0835196577985741	0.9794529687074438	0.6505394282153814	0.7727610589207298
