epoch	loss	pa	iou	precision
1	0.5858288789267714	0.9618802629681785	0.495769146434446	0.7572175678534708
2	0.44233034889371287	0.9716262492828781	0.5453161007621904	0.6875055364991854
3	0.40659976843146234	0.9721928208812833	0.5775132274464105	0.7679385332362914
4	0.3825945770906432	0.9702642305828917	0.540779423674455	0.7074548134905656
5	0.3687879272140323	0.9742956547401683	0.5834333369732503	0.7273341540719424
6	0.35493789957856214	0.9714536221597817	0.4844356540867086	0.5419072226751466
7	0.349498266150788	0.9754410391651414	0.6046088465705005	0.7587142518073157
8	0.3411063510741105	0.9772136472126932	0.6056672030904674	0.7070769521690131
9	0.32989151804554384	0.9767058911375991	0.6085869653771885	0.7317355739681809
10	0.3236445970753531	0.9772255480549201	0.6145017053517036	0.733447904515322
11	0.3170551509462792	0.9767420781205417	0.6212724404426722	0.7708090286449971
12	0.30925408238644775	0.9768463225007478	0.6006357874103853	0.7035302022217772
13	0.30319617707800817	0.9761571454714878	0.627385382318071	0.811060895037955
14	0.2973195059141204	0.9774424973848228	0.6134129505100105	0.7231316363323952
15	0.29291812041714566	0.9759874203363923	0.6259949114605027	0.8119939935610845
16	0.28805120396218414	0.9779597810997362	0.636163757938862	0.7785734254979962
17	0.2853130082055384	0.9779105193388861	0.6315120636560747	0.7648294256077707
18	0.28005033517675176	0.9776958909661079	0.6272428542837678	0.7582550832119335
19	0.2742813113414756	0.9782369526176191	0.6356410452180266	0.7670486312014808
20	0.26861294823234033	0.9779593639290661	0.6388804203927221	0.7877952760250007
21	0.26516737675641283	0.977712303900971	0.631897091915458	0.7729706282590979
22	0.26125759342625515	0.978870232735068	0.6407206460099826	0.7612930709650174
23	0.2554926892834251	0.9790528980768872	0.624242839741238	0.7030576796583291
24	0.2528563345238024	0.9791637989811245	0.6477795103921805	0.7741976260291131
25	0.24996431023520627	0.9786789239652672	0.6350887380746455	0.7496818037279833
26	0.2434698288235215	0.9785175533259056	0.6429950898783566	0.7816960470223442
27	0.24051125660315315	0.9788827161913617	0.6415477461311171	0.7635833164702837
28	0.2369690719010743	0.9789854296264522	0.6438105939952422	0.7673938992452864
29	0.23471715771922208	0.9782193728714321	0.6428027159080073	0.7918823099281347
30	0.23871217226126976	0.9785718923783644	0.6488526836030212	0.7999471150879033
31	0.2257014405644425	0.9785528869692234	0.6464408232101024	0.7922389808213189
32	0.2247063367282553	0.9792630990577155	0.6522547661450074	0.7858155782465683
33	0.22978654240579116	0.9787598432013296	0.6432261254998234	0.7736580617481406
34	0.2181195733506368	0.9791394748438391	0.6502122716782812	0.7834233947862687
35	0.21752853104465777	0.9790605195554665	0.6508426348769193	0.788572077147041
36	0.2137041685572273	0.9796756982654921	0.6401288275309033	0.7303931083545286
37	0.2107152483511788	0.9795413265635943	0.6488260989373827	0.7636674064871594
38	0.20910161446452907	0.979906281239513	0.6531444623305738	0.7644368989105097
39	0.2052685081863046	0.9791130854346787	0.654485449678706	0.79933467172612
40	0.20381769207675146	0.9784386961953376	0.6393365059377456	0.7721879897737711
41	0.20426086322015563	0.9783287649952195	0.6464105795484213	0.8004119451260343
42	0.20073969740364742	0.9794520504570126	0.6500277205587018	0.7710586758803396
43	0.19792812499486914	0.9796093649625729	0.6440056313048186	0.745243152648921
44	0.19528098602238764	0.979869672336329	0.6587519869785633	0.7850970707935109
45	0.19142453012712762	0.9798450774734855	0.6547045964204924	0.7720695632665507
46	0.19039498723453066	0.9796540030158637	0.6547449134787834	0.7795280183122404
47	0.18890621533868654	0.9794452514458455	0.6556975391350089	0.790853974423169
48	0.18844705503394057	0.979197121972636	0.6556662853575941	0.8002900801719467
49	0.1836414692775851	0.9794324299784017	0.6540483456631753	0.7855939503550005
50	0.1817533483995998	0.9790474249876789	0.651921455033755	0.7928227971138349
51	0.18154602669323028	0.9798640203466057	0.6575035940809987	0.7809722139748364
52	0.17840047822008806	0.978993728710522	0.6527471123122474	0.7977535938926531
53	0.17539642132994193	0.9799380606203857	0.6551226999525298	0.7699307373656549
54	0.17360314200343105	0.9787991063232169	0.6538928760444245	0.809228074915473
