epoch	loss	pa	iou	precision
1	0.5853953736894354	0.9641294010349961	0.3254289210185936	0.34961315313718055
2	0.4444492795202006	0.9673697445298112	0.41649609358759837	0.4705527811909472
3	0.40722489679926305	0.9688540781452142	0.4556994643257779	0.5268192698430889
4	0.38423332584158143	0.9688653718339232	0.43511390608700046	0.4845141548942909
5	0.36595309000215803	0.9682633636848242	0.44120074430183887	0.5062464824888457
6	0.35315001548382413	0.9707348529271848	0.48054620193526254	0.5469651300386221
7	0.34101988625069773	0.9683172665683282	0.420283429100344	0.46405547599771374
8	0.329677126245878	0.9700989431304836	0.4812276314476442	0.5603778555641531
9	0.3191019331354288	0.9711820947156702	0.47833571143772086	0.5338568429994445
10	0.3094953861603493	0.9707165369974624	0.4550461559679112	0.49401356005097924
11	0.29884075059660503	0.9720078132092693	0.4932929829497199	0.5505611377363291
12	0.2885357054714348	0.9696078651746444	0.4353153510486615	0.4733473109130498
13	0.27929915364221947	0.9704029307273394	0.45733221857722933	0.5039264744272072
14	0.26817679202032896	0.9697892481322407	0.4364311921267754	0.4726624202754113
15	0.2588705097123314	0.9715726812441434	0.48521198965218504	0.5413270207500352
16	0.24975887133457722	0.9689398791488708	0.42247110447886504	0.45903641508745063
17	0.23951822454237023	0.9702329768212313	0.4532925824012465	0.49863155412152954
18	0.23105777202519853	0.97021339433919	0.4458748193061243	0.484224525718631
19	0.22134382944547104	0.970388351126958	0.4543926265370072	0.49823512518689356
20	0.21397187722661748	0.9717468662265921	0.4833790677264804	0.5340761359456979
21	0.20519615930125631	0.9717089385258061	0.49410501967154463	0.5582501446426655
22	0.19835528853393547	0.9691571395756867	0.42257056734043946	0.45601138148302967
23	0.1893283612277691	0.9704013134983472	0.4551390663362594	0.4995185134855326
24	0.182485503369846	0.9689789332896255	0.42464616504729286	0.4625616547507957
25	0.17602401445705834	0.9707798036605794	0.46530315331619115	0.5137267836667249
26	0.16892220677861317	0.9683668655487333	0.40472450720150566	0.4345146594663777
27	0.1623000599176466	0.9711670211598843	0.4742270765998432	0.5254100183963305
28	0.15573681931580452	0.9679048359703291	0.389764709243118	0.41415747072710246
29	0.14984306452674614	0.9702871171832951	0.46481035251228847	0.521355050009331
30	0.14383331792238982	0.9697883259238333	0.4401043038175832	0.4797820363732983
31	0.13806765804757326	0.9704501074264346	0.4638733225247858	0.5165455104591077
